course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
13,"Forex Traders - Create Your First Trading Robot. No Coding!",launch-your-amazing-forex-robot-in-30-minutes-no-coding,True,17,0,0,3,Beginner,64,"2016-05-02 19:26:48","Business Finance"
14,"Create A Business From Home Trading Stocks Today In 2017",work-from-home-buying-penny-stocks,True,154,0,0,3,Beginner,37,"2015-05-26 17:25:46","Business Finance"
15,"Mastering High Probability Iron Condor Options Trading",mastering-high-probability-iron-condor-options-trading,True,140,0,0,3,Beginner,41,"2017-06-01 05:22:08","Business Finance"
16,"The Complete Short Course on Ethereum",ethereum1,True,8,0,0,3,Beginner,53,"2017-06-11 19:02:03","Business Finance"
17,"Introduction to Finance, Accounting, Modeling and Valuation",introduction-to-accounting-finance-modeling-valuation-by-chris-haroun,True,34,0,0,3,Beginner,58,"2016-06-28 06:12:23","Business Finance"
18,"The Complete Investment Banking Course 2017",the-complete-investment-banking-course-2016,True,190,0,0,3,Beginner,60,"2016-10-10 16:16:26","Business Finance"
19,"The Complete Financial Analyst Course 2017",the-complete-financial-analyst-course,True,5,0,0,3,Beginner,73,"2016-01-21 01:38:48","Business Finance"
20,"Financial Modeling for Startups & Small Businesses",financial-modeling-for-startups-small-businesses,True,164,0,0,3,Beginner,62,"2017-03-29 22:36:05","Business Finance"
21,"Options Trading - How to Win with Weekly Options",work-from-home-setup-your-own-options-trading-business,True,112,0,0,3,Intermediate,31,"2015-10-22 21:54:28","Business Finance"
22,"Three Steps Trading - Live Trading - Real Account",three-steps-trading-live-trading-real-account,True,47,0,0,3,Beginner,36,"2017-05-24 23:02:07","Business Finance"
23,"How I Learned Stock Trading (and How You Can Too)",best-stock-traders,True,170,0,0,3,Advanced,51,"2017-05-02 21:20:54","Business Finance"
24,"Trading Inside Bars - Master 1 Easy Pattern To Be Successful",trading-inside-bars-find-setups-today-make-money-tomorrow,True,67,0,0,3,Intermediate,37,"2015-03-09 00:24:38","Business Finance"
25,"Four Fundamentals of Financial Planning",four-fundamentals-of-financial-planning,True,73,0,0,3,Beginner,52,"2017-02-14 04:42:58","Business Finance"
26,"Options Trading - Calendar Spread Course for Every Trader",options-trading-calendar-spread-course-for-every-trader,True,117,0,0,3,Beginner,53,"2017-04-02 21:46:00","Business Finance"
27,"Learn Accounting. Understand Business.",learn-accounting-understand-business,True,94,0,0,3,Beginner,84,"2014-03-27 17:58:37","Business Finance"
28,"How to Consistently Win Trading Stocks in 30 Days or Less",winningstocktrades,True,41,0,0,3,Intermediate,42,"2016-05-09 05:44:33","Business Finance"
29,"How to Buy Cheap Options - Options Trading Pricing Model",options-black-scholes-model,True,147,0,0,3,Beginner,32,"2017-06-02 18:12:45","Business Finance"
30,"Comprehensive Guide to Financial Markets, Investing &Trading",financial-markets-a-to-z-for-beginners,True,121,0,0,3,Beginner,40,"2016-02-29 18:45:41","Business Finance"
31,"Options Trading Basics (3-Course Bundle)",learn-options-trading-courses,True,121,0,0,3,Beginner,35,"2013-02-25 11:36:06","Business Finance"
32,"How I Make Consistent Returns Trading Options",how-i-make-15-per-month-trading-options,True,143,0,0,3,Beginner,48,"2016-10-05 17:42:52","Business Finance"
33,"The Almost Perfect Options Trading Strategy System - Unique",the-almost-perfect-options-trading-strategy-system-unique,True,20,0,0,3,Beginner,43,"2017-03-03 21:43:05","Business Finance"
34,"Forex Trading -  Learn to Trade Forex Like the Banks",forex-trading-learn-the-same-strategies-used-by-banks,True,139,0,0,3,Beginner,44,"2016-03-30 15:29:03","Business Finance"
35,"The Most Powerful Options Spread Trading Front Ratio Spread",the-most-powerful-options-spread-trading-front-ratio-spread,True,15,0,0,3,Beginner,50,"2017-03-08 21:09:41","Business Finance"
36,"What Finance Job is for You? Explanation of 14 Finance Roles",what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles,True,119,0,0,3,Beginner,51,"2016-05-04 05:22:32","Business Finance"
37,"The Blueprint for Successful Stock Trading",stock-market-millionaire-blueprint,True,79,0,0,3,Beginner,55,"2015-08-13 18:58:05","Business Finance"
38,"Trading for Beginners - Intermediate Level",trading-for-beginners-tier-2,True,168,0,0,3,Beginner,50,"2016-11-09 01:45:20","Business Finance"
39,"Start Trading Stocks Using Technical Analysis!",professional-stock-trader,True,95,0,0,3,Beginner,56,"2016-02-03 17:10:31","Business Finance"
40,"Learn How to Set Up an Incubator Hedge Fund - Step-by-Step",hedge-fund-startup,True,145,0,0,3,Advanced,67,"2017-01-18 20:55:27","Business Finance"
41,"VPS for Forex Trading - Protect Your Forex Robots",forex-vps,True,64,0,0,3,Beginner,65,"2014-09-19 04:07:58","Business Finance"
42,"Basic Excel for Basic Bookkeeping and Accounting",basic-excel-for-basic-bookkeeping,True,180,0,0,3,Beginner,73,"2015-09-10 00:30:48","Business Finance"
43,"How to Create Your Personal Budget",personal-budget,True,162,0,0,3,Beginner,59,"2016-03-21 21:09:49","Business Finance"
44,"FOREX Trading with Price Action",forex-trading-system,True,190,0,0,3,Beginner,47,"2017-03-14 18:30:55","Business Finance"
45,"Emini ES Futures - Advanced Non Directional Options Trading",emini-es-futures-advanced-non-directional-options-trading,True,110,0,0,3,Beginner,77,"2017-01-11 20:48:19","Business Finance"
46,"Forex Trading - Advanced Fundamental Analysis",forex-trading-advanced-fundamental-analysis,True,77,0,0,3,Intermediate,58,"2016-06-30 17:06:46","Business Finance"
47,"How To Invest With Tiny Capital In Stocks ?",howtoinvest5k,True,25,0,0,3,Beginner,51,"2017-05-23 16:07:09","Business Finance"
48,"Intermediate Options trading concepts for Stocks and Options",intermediate-options-trading-concepts-for-stocks-and-options-traders,True,132,0,0,3,Beginner,27,"2015-04-13 20:28:04","Business Finance"
49,"Practical Accounts APP Overview",practical-accounts-app-overview,True,66,0,0,3,Intermediate,40,"2016-10-04 23:38:32","Business Finance"
50,"Bitcoin Profits for Beginners",bitcoin-profits-for-beginners,True,97,0,0,3,Beginner,50,"2017-06-09 17:01:05","Business Finance"
51,"Financial Statements Basics",financial-statements-basics,True,117,0,0,3,Beginner,47,"2016-01-14 18:58:56","Business Finance"
52,"High performance Stock Trading using key Options techniques",high-performance-stock-trading-using-options-trading-techniques,True,102,0,0,3,Beginner,61,"2015-04-12 22:28:45","Business Finance"
53,"Introduction to Financial Statement Analysis",introduction-to-financial-statement-analysis,True,95,0,0,3,Beginner,44,"2016-03-21 17:00:37","Business Finance"
54,"Basics of Economics (College Level)",economics-for-accounting-and-finance-professionals,True,45,0,0,3,Beginner,82,"2015-01-08 13:55:52","Business Finance"
55,"Stock Market Investing for Beginners",the-beginners-guide-to-the-stock-market,True,189,0,0,3,Beginner,57,"2013-12-25 19:53:34","Business Finance"
56,"Straddle Options Trading - Profit in Any Market Direction",straddle-options-trading-profit-in-any-market-direction,True,63,0,0,3,Beginner,75,"2016-10-03 17:32:40","Business Finance"
57,"Fundamentals of Forex Trading",fundamentals-of-forex-trading,True,164,0,0,3,Beginner,39,"2014-08-29 20:10:38","Business Finance"
58,"Website Investing 101 - Buying & Selling Online Businesses",cash-flow-website-investing-buy-sell-online-businesses-digital-assets,True,118,0,0,3,Beginner,66,"2016-08-05 17:03:15","Business Finance"
59,"Practical Accounts & Bookkeeping Automated Overview ",practical-accounts-bookkeeping-automated-overview,True,167,0,0,3,Beginner,51,"2016-01-28 21:43:31","Business Finance"
60,"Live Account - ETF Trading System - Hacking The Stock Market",cracked-wall-street-hacked-the-stock-market-top-secret,True,110,0,0,3,Beginner,39,"2014-12-31 03:29:21","Business Finance"
61,"Stock Market Foundations",how-to-invest-in-the-stock-market-beginners,True,88,0,0,3,Beginner,52,"2014-03-31 21:35:06","Business Finance"
62,"Crash Course on Working Capital Management",crash-course-on-working-capital-management,True,12,0,0,3,Beginner,49,"2015-04-16 17:35:54","Business Finance"
63,"Advanced Accounting A Complete Study for CA  CMA  CFA  CS",branch-accounts-a-complete-analysis,True,89,0,0,3,Beginner,65,"2016-06-03 17:42:27","Business Finance"
64,"How to create a routine Trading",how-to-create-a-trading-routine,True,95,0,0,3,Beginner,42,"2017-05-01 18:50:43","Business Finance"
65,"Introduction to Financial Modeling",financial-modeling-asimplemodel,True,195,0,0,3,Intermediate,52,"2014-05-27 16:22:16","Business Finance"
66,"Quantitative Aptitude for Banking & Competitive Examinations",quantitative-aptitude-for-competitive-examinations-part-i,True,46,0,0,3,Beginner,43,"2017-02-09 19:33:52","Business Finance"
67,"Option Spreads and Credit Spreads Bundle",option-spreads-and-credit-spreads-bundle,True,105,0,0,3,Advanced,55,"2013-03-05 18:27:38","Business Finance"
68,"B Com Accountancy I (Paper ECO 02 IGNOU)",accounts-from-incomplete-records,True,166,0,0,3,Beginner,55,"2016-05-05 23:07:43","Business Finance"
69,"Auditing Basics (Professional Course Level)",basics-of-auditing,True,179,0,0,3,Beginner,83,"2015-02-13 14:37:18","Business Finance"
70,"Learn the basics of preparing accounting statements",basics-of-financial-accounting,True,194,0,0,3,Intermediate,83,"2015-10-13 21:07:22","Business Finance"
71,"Elliott Wave -Forex Trading With The Elliott Wave Theory",forex-trading-with-the-elliot-wave-theory,True,30,0,0,3,Advanced,58,"2016-12-15 15:49:13","Business Finance"
72,"Corporate Finance - A Brief Introduction",finance-a-brief-introduction-and-basics-finance-101,True,165,0,0,3,Beginner,54,"2016-03-04 05:58:09","Business Finance"
73,"Excel functions to analyze and visualize data",basic-excel-functions-to-analyze-large-data,True,175,0,0,3,Intermediate,80,"2015-04-20 18:52:32","Business Finance"
74,"Building Financial Statements in Excel",guide-to-building-financial-statements,True,34,0,0,3,Beginner,55,"2017-06-29 23:34:42","Business Finance"
75,"Transfer Pricing A Complete Analysis",transfer-pricing-a-complete-analysis,True,94,0,0,3,Beginner,78,"2016-12-28 18:19:16","Business Finance"
76,"Forex Trading for Beginners - Basics",complete-forex-trading-for-beginners-in-1-course-basics,True,24,0,0,3,Beginner,46,"2017-04-24 16:42:56","Business Finance"
77,"Basic Bookkeeping Hacks",basic-bookkeeping,True,133,0,0,3,Beginner,42,"2016-06-14 15:43:23","Business Finance"
78,"Complete Trading Plan Course for Stocks & Forex (10 Hours)",killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf,True,80,0,0,3,Beginner,49,"2017-03-23 05:54:27","Business Finance"
79,"How to Pick The Right Penny Stocks To Invest In 2017",how-to-make-5000month-trading-penny-stocks,True,37,0,0,3,Beginner,45,"2014-07-01 20:04:27","Business Finance"
80,"Top 10 Trading Ideas in the Equities Market",top-10-trading-ideas-in-the-equities-market,True,93,0,0,3,Beginner,69,"2017-05-02 21:59:07","Business Finance"
81,"Intro to Financial Modeling",intro-to-financial-modeling,True,50,0,0,3,Beginner,53,"2016-08-19 20:12:24","Business Finance"
82,"Shark Accounting - Building a Business by the Numbers!",shark-accounting,True,171,0,0,3,Beginner,50,"2014-05-18 19:08:04","Business Finance"
83,"Forex Trading MAKE YOUR FIRST TRADE TODAY!",trade-forex,True,51,0,0,3,Beginner,53,"2016-01-10 21:39:39","Business Finance"
84,"Accounting in 60 Minutes - A Brief Introduction",accounting-in-60-minutes-a-brief-introduction,True,20,0,0,3,Beginner,44,"2013-04-07 21:39:25","Business Finance"
85,"SAP FICO For Beginners - A Guide to SAP Financial Accounts",sap-fico-for-sap-beginners,True,15,0,0,3,Beginner,81,"2016-07-25 16:08:07","Business Finance"
86,"Learn how to double your Forex Trading Account in one trade",learn-how-to-double-your-forex-trading-account-in-one-trade,True,71,0,0,3,Intermediate,69,"2014-10-19 22:04:51","Business Finance"
87,"Save on Your Taxes",save-on-your-taxes,True,130,0,0,3,Beginner,82,"2016-11-16 17:38:38","Business Finance"
88,"EFT for Stock Options Trading Success & Making Better Trades",eft-for-stock-option-trading-success,True,158,0,0,3,Beginner,60,"2015-08-06 19:08:20","Business Finance"
89,"Learn to Trade the Stock Market without Blowing Your Profits",learn-to-trade-the-stock-market-without-blowing-your-profits,True,64,0,0,3,Beginner,43,"2017-05-02 20:53:24","Business Finance"
90,"Get a Credit Repair Publication On Amazon and Live LIFE..",get-a-credit-repair-publication-on-amazon-and-live-life,True,6,0,0,3,Beginner,53,"2017-04-26 18:17:51","Business Finance"
91,"Fundamentals of Accounting",fundamentals-of-accounting,True,96,0,0,3,Beginner,21,"2016-08-31 22:03:44","Business Finance"
92,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",charting-rsi-options-stock-trading-for-beginners-newtechnical-analysis,True,109,0,0,3,Beginner,47,"2017-01-26 22:55:27","Business Finance"
93,"Basics of Mutual Funds for CA  CMA  CS  CFA Exams",basics-of-mutual-funds-for-ca-cma-cs-cfa-exams,True,166,0,0,3,Intermediate,47,"2017-04-24 21:59:45","Business Finance"
94,"Stock Options Day Trading Mindset for Success",stock-options-day-trading-success-mindset,True,59,0,0,3,Beginner,44,"2015-09-29 19:15:24","Business Finance"
95,"Introduction to bookkeeping and Accounting",introduction-to-bookkeeping-and-accounting,True,16,0,0,3,Beginner,48,"2015-08-21 20:33:25","Business Finance"
96,"Learn to Trade The News",learn-to-trade-the-news,True,164,0,0,3,Beginner,34,"2015-07-16 22:03:29","Business Finance"
97,"Value Investing, Taught by Six Superinvestors",investing-stars,True,24,0,0,3,Beginner,56,"2015-06-19 21:22:17","Business Finance"
98,"Trading for everyone - The Independent Investor Course I",trading-for-everyone-the-independent-investor-course,True,200,0,0,3,Beginner,53,"2015-10-08 20:23:36","Business Finance"
99,"Accounting Basics in 66 Minutes (absolutely for beginners)",accounting-through-visual-presentation,True,101,0,0,3,Beginner,54,"2015-03-08 21:13:13","Business Finance"
100,"Analysis of Company Financial Statements",analysis-of-company-financial-statements,True,192,0,0,3,Beginner,58,"2016-12-07 20:19:37","Business Finance"
101,"Fundamentals of Investing!",investment-basics-lets-invest-series,True,150,0,0,3,Beginner,57,"2015-08-09 18:34:30","Business Finance"
102,"Bank Financial Management A Comprehensive Study",bank-financial-management-a-comprehensive-study,True,153,0,0,3,Beginner,61,"2017-02-10 00:51:57","Business Finance"
103,"Naked Put Options Trade Covered Call & Poor Man Covered Call",naked-put-options-trade-covered-call-poor-man-covered-call,True,160,0,0,3,Beginner,70,"2017-02-10 22:40:57","Business Finance"
104,"The Ultimate Guide to Dividend & Dividend Growth Investing",investing-learn-how-to-build-a-dividend-portfolio-step-by-step,True,1,0,0,3,Beginner,30,"2015-11-13 18:10:25","Business Finance"
105,"Build a DCF Valuation Model",build-a-dcf-valuation-model,True,185,0,0,3,Beginner,50,"2014-10-01 18:49:29","Business Finance"
106,"Introductory Financial Accounting",introductory-financial-accounting,True,15,0,0,3,Beginner,66,"2012-10-03 03:20:10","Business Finance"
107,"Introduction to Cryptocurrencies and Blockchain",introduction-to-cryptocurrencies,True,61,0,0,3,Beginner,63,"2017-05-01 21:18:54","Business Finance"
108,"Trade Pullback Candlestick Strategy - Make Consistent Pips",make-consistent-profit-using-pullback-candlestick-strategy,True,85,0,0,3,Beginner,45,"2016-02-24 17:30:41","Business Finance"
109,"Accounting Standards Basics (Professional Course Level)",basics-of-accounting-standards,True,54,0,0,3,Beginner,82,"2015-02-07 15:06:57","Business Finance"
110,"Use the Magic Multiple Moving Average Forex Trading system",the-magic-multiple-moving-average-forex-trading-system,True,164,0,0,3,Intermediate,20,"2014-11-08 02:21:54","Business Finance"
111,"QuickBooks 2015 Training for Newbies",free-training-quickbooks-2015,True,64,0,0,3,Beginner,63,"2015-05-11 23:16:54","Business Finance"
112,"Profitable binary option trading strategy",binaryoptions,True,35,0,0,3,Beginner,73,"2015-10-29 00:34:09","Business Finance"
113,"Accounting 2 Simplified for You",accounting-2-simplified-for-you,True,97,0,0,3,Beginner,37,"2014-12-09 08:31:40","Business Finance"
114,"Project Funding Modelling (for Professionals)",project-funding-modelling,True,137,0,0,3,Beginner,56,"2014-12-29 09:00:17","Business Finance"
115,"Leasing - A Comprehensive Study (Professional Course Level)",leasing-a-comprehensive-study,True,64,0,0,3,Beginner,37,"2015-07-17 22:10:39","Business Finance"
116,"TechniTrader Leading Hybrid Indicator Trading",leading-hybrid-indicator-trading,True,99,0,0,3,Intermediate,27,"2013-04-04 21:36:10","Business Finance"
117,"Accounting Is Easy (for Beginners)",fundamentals-of-accountancy,True,99,0,0,3,Beginner,64,"2014-05-20 18:13:38","Business Finance"
118,"Non Directional Weekly Options Trading System - ETF & Emini",etf-stock-options-non-directional-weekly-trading-system,True,173,0,0,3,Beginner,33,"2016-05-24 15:43:06","Business Finance"
119,"Master Iron Condors - Double the credit for half the risk",iron-condor-options-trading-strategy,True,68,0,0,3,Advanced,56,"2013-03-02 13:27:41","Business Finance"
120,"Basics of investing in Mutual Funds",mutualfundinvesting,True,2,0,0,3,Intermediate,42,"2015-03-03 01:22:39","Business Finance"
121,"A Value Investing Approach to the Stock Market",start-investing-the-right-way,True,99,0,0,3,Beginner,43,"2015-02-19 20:40:23","Business Finance"
122,"Learn how to INVEST for huge profits or make it big trading!",learn-how-to-invest-for-huge-profits-or-make-9k-day-trading,True,56,0,0,3,Beginner,40,"2015-06-19 22:49:13","Business Finance"
123,"Binary Options Course - Level 2",binary-options-course-level-2,True,132,0,0,3,Intermediate,61,"2014-06-26 02:00:55","Business Finance"
124,"Stock Technical Analysis with R",stock-technical-analysis-with-r,True,42,0,0,3,Beginner,30,"2016-03-18 20:46:05","Business Finance"
125,"Apply finance concepts for smart project management",apply-finance-concepts-for-smart-project-management,True,5,0,0,3,Beginner,59,"2016-02-23 21:05:46","Business Finance"
126,"Introduction to Futures Trading and Live Trade Demonstration",introduction-to-futures-trading-and-live-trading-futures,True,19,0,0,3,Advanced,62,"2017-05-24 14:16:09","Business Finance"
127,"Crowdfunding to Win",crowdfunding-to-win,True,47,0,0,3,Beginner,52,"2015-09-23 22:16:35","Business Finance"
128,"Comprehensive Forex Mastery Program",forex-mastery,True,104,0,0,3,Beginner,51,"2013-02-07 19:50:45","Business Finance"
129,"Preparation of Consolidated Financial Statements (Basic)",preparation-of-consolidated-financial-statements-basic,True,134,0,0,3,Intermediate,52,"2017-06-28 20:37:13","Business Finance"
130,"CFA Corporate Finance Level 2",advanced-capital-budgeting-techniques,True,31,0,0,3,Beginner,57,"2015-07-07 20:35:21","Business Finance"
131,"Stock Options Trades Using Interactive Brokers",stock-options-trades-using-interactive-brokers,True,35,0,0,3,Intermediate,72,"2015-09-07 20:21:39","Business Finance"
132,"Introduction to Options - Strategies For Consistent Profits",introduction-to-options-start-trading-now,True,59,0,0,3,Beginner,34,"2015-08-16 22:14:02","Business Finance"
133,"Risk in Forex Transactions - for CA  CS  CFA exams",forex-risks,True,185,0,0,3,Beginner,62,"2015-09-29 17:27:02","Business Finance"
134,"Basics of Business Statistics (College Level)",statistics-for-accounting-and-finance-professionals,True,193,0,0,3,Beginner,55,"2015-01-06 13:05:53","Business Finance"
135,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",trading-seasonal-price-patterns-in-stocks-futures-forex,True,175,0,0,3,Beginner,54,"2016-03-30 04:56:57","Business Finance"
136,"Interpreting Financial Statements",financialstatements,True,30,0,0,3,Beginner,58,"2013-06-06 21:50:57","Business Finance"
137,"Introduction to Bookkeeping (Accounting)",introduction-to-bookkeeping,True,115,0,0,3,Beginner,68,"2014-01-31 20:40:36","Business Finance"
138,"CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ",advanced-credit-spreads,True,154,0,0,3,Intermediate,57,"2013-03-05 11:31:37","Business Finance"
139,"Learn To Invest In Index Funds and ETFs In 7 Easy Steps",invest-in-index-funds-and-etfs-in-7-easy-steps,True,78,0,0,3,Beginner,41,"2015-07-20 23:48:08","Business Finance"
140,"Trade Recap I - A Real Look at Futures Options Markets",d-levels-trade-recap-jan-17th-feb-5th-2014,True,86,0,0,3,Beginner,67,"2014-02-17 09:22:13","Business Finance"
141,"Advanced Stock Options for Serious Equity Investors!",bullet-proof-options-controlled-leverage-investing-secrets,True,185,0,0,3,Advanced,70,"2015-09-22 19:48:31","Business Finance"
142,"Trading Binary Options for Fun and Profit",trading-binary-options-for-fun-and-profit,True,42,0,0,3,Beginner,44,"2015-02-21 00:36:13","Business Finance"
143,"How to be a Profitable Forex Trader",making-money-in-forex-market,True,191,0,0,3,Beginner,59,"2016-05-04 00:01:47","Business Finance"
144,"Excel Dashboard - Interactive Excel Dashboard and Charts",interactive-charts-in-excel,True,122,0,0,3,Beginner,56,"2015-03-19 16:57:50","Business Finance"
145,"The Securities Trade Lifecycle",the-securities-trade-lifecycle,True,6,0,0,3,Beginner,30,"2014-03-12 13:40:53","Business Finance"
146,"Double your Forex Account using the MAGIC MA trading robot",double-your-forex-account-using-the-magic-ma-robot,True,44,0,0,3,Intermediate,61,"2014-12-10 21:45:30","Business Finance"
147,"Advanced Accounting for Investment Banking",advanced-accounting-for-investment-banking,True,193,0,0,3,Intermediate,49,"2014-10-01 18:51:06","Business Finance"
148,"Investing In Stocks With 10 Simple Rules",value-investing-rules,True,45,0,0,3,Beginner,56,"2015-06-16 21:35:07","Business Finance"
149,"Venture Capital. What is it and Why it Matters to You!",venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you,True,27,0,0,3,Beginner,46,"2015-10-14 17:50:29","Business Finance"
150,"Direction-Independ Trading - Elite Forex Traders  Strategy",direction-independ-trading-elite-traders-forex-strategy,True,100,0,0,3,Beginner,55,"2016-06-21 22:46:41","Business Finance"
151,"How to Become a Financial Analyst from Scratch!",become-a-financial-analyst-from-scratch-n1,True,170,0,0,3,Beginner,58,"2015-07-07 18:59:39","Business Finance"
152,"Investment Crowdfunding 101 (a.k.a Equity Crowdfunding)",crowdfund-investing-101-the-basics-of-equity-crowdfunding,True,71,0,0,3,Beginner,52,"2016-05-17 00:43:59","Business Finance"
153,"Read financial statements like a pro",read-financial-statements-in-5-minutes,True,34,0,0,3,Intermediate,39,"2015-03-02 23:49:35","Business Finance"
154,"10 Numbers Every Business Owner Should Know",10-numbers-every-business-owner-should-know,True,187,0,0,3,Beginner,26,"2015-03-08 19:11:24","Business Finance"
155,"Learn How To Trade Gold In 2017",learn-how-to-trade-gold-in-2017,True,139,0,0,3,Beginner,46,"2017-04-06 04:59:32","Business Finance"
156,"IAS 18 - Revenue",ias-18-revenue,True,158,0,0,3,Beginner,35,"2014-03-29 14:10:31","Business Finance"
157,"Fundamentals of Accounting for Business Owners",fundamentals-of-accounting-for-business-owners,True,70,0,0,3,Beginner,46,"2017-02-06 16:35:44","Business Finance"
158,"Practical Financial Statement Analysis",practical-financial-statement-analysis,True,71,0,0,3,Beginner,59,"2017-05-01 23:22:07","Business Finance"
159,"Forex Management - Detailed Study for CA  CS  CFA Exams",international-finance-a-comprehensive-study,True,90,0,0,3,Beginner,65,"2015-11-03 18:54:45","Business Finance"
160,"International Tax  - Tax Beyond boundaries",international-tax-course-intermediate-level,True,88,0,0,3,Beginner,39,"2016-09-06 15:03:27","Business Finance"
161,"The Complete Financial Statement Analysis Course",the-complete-financial-statement-analysis-course,True,186,0,0,3,Beginner,39,"2017-01-11 02:52:19","Business Finance"
162,"Advanced Excel functions",advanced-excel-functions-to-analyze-large-data,True,16,0,0,3,Beginner,53,"2016-01-12 20:03:45","Business Finance"
163,"Penny Stocks Value & Chart Pattern Trading (2 Course Bundle)",basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading,True,164,0,0,3,Beginner,44,"2017-02-22 21:36:08","Business Finance"
164,"Candlestick Analysis For Professional Traders",testing-candlesticks,True,67,0,0,3,Advanced,41,"2016-05-18 16:04:14","Business Finance"
165,"Build A Career In Forex Trading- Learn Fundamental Analysis",build-a-career-in-forex-trading-learn-fundamental-analysis,True,140,0,0,3,Beginner,50,"2015-11-23 20:42:22","Business Finance"
166,"Hands-on Financial Modeling (With 6 Excel Templates)",financial-modelling-in-excel,True,153,0,0,3,Intermediate,62,"2015-04-02 17:51:17","Business Finance"
167,"CAIIB Advanced Bank Management (Part I)",statistics-regression-analysis,True,138,0,0,3,Beginner,57,"2016-04-15 18:43:40","Business Finance"
168,"Learn How to Play CashFlow Game",learn-how-to-play-cashflow-game,True,75,0,0,3,Beginner,27,"2016-10-17 21:16:49","Business Finance"
169,"Basics of Business Finance",basics-of-business-finance,True,178,0,0,3,Beginner,78,"2013-03-22 17:42:18","Business Finance"
170,"Accounting Made Easy 2",accounting-made-easy-2,True,31,0,0,3,Intermediate,37,"2015-09-16 18:57:23","Business Finance"
171,"MQL4 Tutorial Golden Goose",mql4-tutorial-golden-goose-trading-tutorial,True,15,0,0,3,Beginner,37,"2015-06-07 19:32:46","Business Finance"
172,"Technical Analysis Using Elliott Wave Theory",technical-analysis-using-elliott-wave-theory,True,24,0,0,3,Beginner,66,"2016-11-01 19:30:11","Business Finance"
173,"The Basics Of Volume Analysis",volume-analysis-basis,True,62,0,0,3,Beginner,72,"2013-02-24 13:23:14","Business Finance"
174,"Crash Course on Cost of Capital and Capital Structuring",crash-course-on-cost-of-capital-and-capital-structuring,True,183,0,0,3,Beginner,27,"2015-04-13 17:52:57","Business Finance"
175,"Business Accounting Made Easy",accounting-level-1-course,True,30,0,0,3,Beginner,57,"2015-09-05 05:15:07","Business Finance"
176,"Build a DCF Model from Scratch",build-a-dcf-model,True,64,0,0,3,Beginner,71,"2014-09-14 21:13:26","Business Finance"
177,"Technical Analysis - A practical approach for trade entry",learn-technical-analysis,True,131,0,0,3,Advanced,58,"2013-02-24 04:47:36","Business Finance"
178,"The Complete Guide to Professional Trading with Elliott Wave",practical-trading-trade-stocks-forex-with-elliott-wave,True,35,0,0,3,Beginner,52,"2016-05-11 16:40:05","Business Finance"
179,"A Complete Guide to Becoming a Trader on the Forex Market",make-a-living-with-forex,True,125,0,0,3,Beginner,47,"2014-06-28 05:52:41","Business Finance"
