user_id,quiz_id,score,started_at,completed_at
9,551,100.0,2025-05-04 13:29:02,2025-05-04 13:29:02
9,555,68.0,2025-04-07 13:22:02,2025-04-07 13:22:02
10,97,74.0,2025-05-04 13:59:02,2025-05-04 13:59:02
10,98,73.0,2025-05-04 13:09:02,2025-05-04 13:09:02
10,99,98.0,2025-04-18 13:39:02,2025-04-18 13:39:02
10,100,97.0,2025-04-18 13:33:02,2025-04-18 13:33:02
10,101,60.0,2025-05-10 13:44:02,2025-05-10 13:44:02
10,102,92.0,2025-05-10 13:25:02,2025-05-10 13:25:02
10,103,88.0,2025-05-16 13:27:02,2025-05-16 13:27:02
10,104,65.0,2025-05-16 13:50:02,2025-05-16 13:50:02
10,105,85.0,2025-05-04 13:25:02,2025-05-04 13:25:02
12,402,97.0,2025-04-12 13:20:02,2025-04-12 13:20:02
12,403,99.0,2025-04-27 13:13:02,2025-04-27 13:13:02
12,404,63.0,2025-05-20 13:46:02,2025-05-20 13:46:02
12,405,78.0,2025-05-20 13:21:02,2025-05-20 13:21:02
13,162,63.0,2025-05-17 13:13:02,2025-05-17 13:13:02
13,163,96.0,2025-05-17 13:16:02,2025-05-17 13:16:02
15,313,69.0,2025-04-01 13:14:02,2025-04-01 13:14:02
15,314,83.0,2025-04-01 13:46:02,2025-04-01 13:46:02
15,315,87.0,2025-03-30 13:24:02,2025-03-30 13:24:02
15,388,77.0,2025-05-13 13:15:02,2025-05-13 13:15:02
15,389,93.0,2025-05-08 13:55:02,2025-05-08 13:55:02
15,390,68.0,2025-05-08 13:37:02,2025-05-08 13:37:02
15,391,89.0,2025-04-05 13:52:02,2025-04-05 13:52:02
15,392,63.0,2025-04-05 13:12:02,2025-04-05 13:12:02
15,393,93.0,2025-05-17 13:09:02,2025-05-17 13:09:02
15,394,75.0,2025-05-17 13:41:02,2025-05-17 13:41:02
15,466,64.0,2025-05-24 13:32:02,2025-05-24 13:32:02
15,467,84.0,2025-05-24 13:28:02,2025-05-24 13:28:02
15,468,92.0,2025-05-24 13:22:02,2025-05-24 13:22:02
15,469,80.0,2025-05-24 13:20:02,2025-05-24 13:20:02
15,470,85.0,2025-04-21 13:53:02,2025-04-21 13:53:02
15,471,98.0,2025-04-21 13:31:02,2025-04-21 13:31:02
16,193,98.0,2025-04-04 13:16:02,2025-04-04 13:16:02
16,377,82.0,2025-05-03 13:51:02,2025-05-03 13:51:02
16,378,70.0,2025-04-19 13:46:02,2025-04-19 13:46:02
16,593,88.0,2025-05-13 13:55:02,2025-05-13 13:55:02
16,594,88.0,2025-05-13 13:37:02,2025-05-13 13:37:02
17,209,97.0,2025-04-18 13:30:02,2025-04-18 13:30:02
17,210,93.0,2025-04-18 13:27:02,2025-04-18 13:27:02
17,211,94.0,2025-05-09 13:34:02,2025-05-09 13:34:02
17,304,84.0,2025-05-24 13:25:02,2025-05-24 13:25:02
17,305,61.0,2025-05-05 13:13:02,2025-05-05 13:13:02
17,346,80.0,2025-04-28 13:10:02,2025-04-28 13:10:02
17,347,89.0,2025-04-27 13:30:02,2025-04-27 13:30:02
18,389,81.0,2025-04-14 13:12:02,2025-04-14 13:12:02
18,390,67.0,2025-04-14 13:29:02,2025-04-14 13:29:02
18,393,65.0,2025-05-17 13:41:02,2025-05-17 13:41:02
18,394,80.0,2025-05-17 13:21:02,2025-05-17 13:21:02
19,91,73.0,2025-04-14 13:21:02,2025-04-14 13:21:02
19,92,80.0,2025-04-07 13:16:02,2025-04-07 13:16:02
20,108,72.0,2025-04-29 13:22:02,2025-04-29 13:22:02
20,225,74.0,2025-05-03 13:32:02,2025-05-03 13:32:02
20,226,96.0,2025-04-04 13:20:02,2025-04-04 13:20:02
20,227,88.0,2025-04-04 13:50:02,2025-04-04 13:50:02
20,320,75.0,2025-04-27 13:15:02,2025-04-27 13:15:02
20,321,79.0,2025-04-11 13:18:02,2025-04-11 13:18:02
20,322,82.0,2025-04-11 13:15:02,2025-04-11 13:15:02
20,323,63.0,2025-04-24 13:40:02,2025-04-24 13:40:02
20,324,91.0,2025-04-24 13:33:02,2025-04-24 13:33:02
20,325,89.0,2025-04-06 13:11:02,2025-04-06 13:11:02
20,326,85.0,2025-04-06 13:55:02,2025-04-06 13:55:02
20,327,91.0,2025-05-03 13:24:02,2025-05-03 13:24:02
21,118,94.0,2025-05-26 13:47:02,2025-05-26 13:47:02
21,119,97.0,2025-05-19 13:57:02,2025-05-19 13:57:02
21,120,87.0,2025-04-02 13:23:02,2025-04-02 13:23:02
21,121,66.0,2025-05-09 13:35:02,2025-05-09 13:35:02
21,122,92.0,2025-03-30 13:30:02,2025-03-30 13:30:02
21,123,65.0,2025-03-30 13:33:02,2025-03-30 13:33:02
21,124,95.0,2025-05-02 13:57:02,2025-05-02 13:57:02
21,125,78.0,2025-05-02 13:53:02,2025-05-02 13:53:02
22,115,73.0,2025-04-12 13:58:02,2025-04-12 13:58:02
22,116,88.0,2025-04-18 13:56:02,2025-04-18 13:56:02
22,117,67.0,2025-04-12 13:16:02,2025-04-12 13:16:02
22,383,72.0,2025-05-11 13:39:02,2025-05-11 13:39:02
22,386,97.0,2025-04-07 13:47:02,2025-04-07 13:47:02
22,387,70.0,2025-04-07 13:59:02,2025-04-07 13:59:02
25,241,84.0,2025-05-26 13:24:02,2025-05-26 13:24:02
25,242,61.0,2025-05-26 13:49:02,2025-05-26 13:49:02
25,244,92.0,2025-04-20 13:42:03,2025-04-20 13:42:03
25,245,79.0,2025-04-20 13:53:03,2025-04-20 13:53:03
25,321,72.0,2025-04-25 13:49:03,2025-04-25 13:49:03
25,322,63.0,2025-04-25 13:57:03,2025-04-25 13:57:03
25,323,90.0,2025-04-25 13:31:03,2025-04-25 13:31:03
25,324,97.0,2025-04-25 13:49:03,2025-04-25 13:49:03
25,360,90.0,2025-04-08 13:35:03,2025-04-08 13:35:03
25,361,68.0,2025-05-19 13:57:03,2025-05-19 13:57:03
25,364,91.0,2025-04-06 13:49:03,2025-04-06 13:49:03
25,476,96.0,2025-03-31 13:28:03,2025-03-31 13:28:03
25,477,96.0,2025-03-31 13:26:03,2025-03-31 13:26:03
25,478,74.0,2025-05-24 13:21:03,2025-05-24 13:21:03
25,479,63.0,2025-04-02 13:14:03,2025-04-02 13:14:03
25,480,96.0,2025-04-02 13:41:03,2025-04-02 13:41:03
26,23,88.0,2025-04-10 13:56:03,2025-04-10 13:56:03
26,108,71.0,2025-05-25 13:31:03,2025-05-25 13:31:03
26,152,73.0,2025-05-05 13:39:03,2025-05-05 13:39:03
26,155,89.0,2025-04-23 13:53:03,2025-04-23 13:53:03
26,156,70.0,2025-04-23 13:43:03,2025-04-23 13:43:03
26,301,98.0,2025-05-10 13:33:03,2025-05-10 13:33:03
26,509,77.0,2025-04-28 13:20:03,2025-04-28 13:20:03
26,510,71.0,2025-04-28 13:52:03,2025-04-28 13:52:03
26,511,65.0,2025-04-03 13:11:03,2025-04-03 13:11:03
26,512,85.0,2025-04-03 13:45:03,2025-04-03 13:45:03
26,515,71.0,2025-04-12 13:49:03,2025-04-12 13:49:03
26,516,69.0,2025-04-12 13:24:03,2025-04-12 13:24:03
27,287,70.0,2025-04-17 13:26:03,2025-04-17 13:26:03
27,288,62.0,2025-04-17 13:30:03,2025-04-17 13:30:03
27,289,90.0,2025-05-13 13:44:03,2025-05-13 13:44:03
27,290,84.0,2025-05-13 13:28:03,2025-05-13 13:28:03
27,291,83.0,2025-05-22 13:34:03,2025-05-22 13:34:03
27,292,60.0,2025-04-22 13:44:03,2025-04-22 13:44:03
27,293,99.0,2025-04-22 13:47:03,2025-04-22 13:47:03
27,294,95.0,2025-04-18 13:54:03,2025-04-18 13:54:03
27,295,63.0,2025-05-25 13:48:03,2025-05-25 13:48:03
27,296,76.0,2025-05-25 13:26:03,2025-05-25 13:26:03
27,297,69.0,2025-05-27 13:57:03,2025-05-27 13:57:03
27,298,87.0,2025-04-06 13:43:03,2025-04-06 13:43:03
27,316,85.0,2025-05-23 13:12:03,2025-05-23 13:12:03
27,317,93.0,2025-05-23 13:32:03,2025-05-23 13:32:03
27,427,62.0,2025-04-13 13:25:03,2025-04-13 13:25:03
27,428,77.0,2025-04-13 13:26:03,2025-04-13 13:26:03
27,476,80.0,2025-04-08 13:58:03,2025-04-08 13:58:03
27,477,83.0,2025-04-08 13:29:03,2025-04-08 13:29:03
27,478,67.0,2025-04-16 13:34:03,2025-04-16 13:34:03
27,479,92.0,2025-05-09 13:15:03,2025-05-09 13:15:03
27,480,78.0,2025-05-09 13:37:03,2025-05-09 13:37:03
29,427,78.0,2025-05-10 13:53:03,2025-05-10 13:53:03
29,428,94.0,2025-05-10 13:34:03,2025-05-10 13:34:03
29,529,94.0,2025-03-30 13:57:03,2025-03-30 13:57:03
29,530,70.0,2025-04-07 13:34:03,2025-04-07 13:34:03
30,151,67.0,2025-05-12 13:51:03,2025-05-12 13:51:03
30,152,73.0,2025-04-29 13:34:03,2025-04-29 13:34:03
30,153,66.0,2025-05-27 13:40:03,2025-05-27 13:40:03
30,154,62.0,2025-05-27 13:40:03,2025-05-27 13:40:03
30,155,85.0,2025-04-28 13:53:03,2025-04-28 13:53:03
30,156,92.0,2025-04-28 13:53:03,2025-04-28 13:53:03
30,157,60.0,2025-04-30 13:25:03,2025-04-30 13:25:03
30,158,97.0,2025-04-30 13:18:03,2025-04-30 13:18:03
30,206,76.0,2025-04-13 13:51:03,2025-04-13 13:51:03
30,209,81.0,2025-05-24 13:23:03,2025-05-24 13:23:03
30,210,90.0,2025-05-24 13:51:03,2025-05-24 13:51:03
30,211,95.0,2025-04-11 13:59:03,2025-04-11 13:59:03
30,213,88.0,2025-04-12 13:27:03,2025-04-12 13:27:03
30,214,81.0,2025-05-16 13:15:03,2025-05-16 13:15:03
30,215,91.0,2025-05-16 13:17:03,2025-05-16 13:17:03
30,590,88.0,2025-04-27 13:41:03,2025-04-27 13:41:03
31,262,94.0,2025-05-07 13:39:03,2025-05-07 13:39:03
31,263,94.0,2025-05-07 13:57:03,2025-05-07 13:57:03
31,427,81.0,2025-04-25 13:45:03,2025-04-25 13:45:03
31,428,80.0,2025-04-25 13:31:03,2025-04-25 13:31:03
31,429,86.0,2025-04-01 13:30:03,2025-04-01 13:30:03
31,430,100.0,2025-05-19 13:21:03,2025-05-19 13:21:03
31,431,96.0,2025-05-22 13:15:03,2025-05-22 13:15:03
31,432,97.0,2025-05-22 13:33:03,2025-05-22 13:33:03
31,529,64.0,2025-05-01 13:33:03,2025-05-01 13:33:03
31,530,62.0,2025-04-11 13:49:03,2025-04-11 13:49:03
31,536,62.0,2025-04-22 13:50:03,2025-04-22 13:50:03
32,83,84.0,2025-04-28 13:40:03,2025-04-28 13:40:03
32,84,63.0,2025-04-28 13:13:03,2025-04-28 13:13:03
32,85,89.0,2025-04-15 13:27:03,2025-04-15 13:27:03
32,86,93.0,2025-04-15 13:54:03,2025-04-15 13:54:03
32,87,97.0,2025-03-29 13:53:03,2025-03-29 13:53:03
32,93,92.0,2025-04-25 13:28:03,2025-04-25 13:28:03
32,94,83.0,2025-04-25 13:41:03,2025-04-25 13:41:03
32,95,93.0,2025-05-11 13:42:03,2025-05-11 13:42:03
32,96,100.0,2025-05-11 13:56:03,2025-05-11 13:56:03
32,299,93.0,2025-03-29 13:17:03,2025-03-29 13:17:03
32,300,79.0,2025-03-29 13:19:03,2025-03-29 13:19:03
32,302,68.0,2025-04-02 13:45:03,2025-04-02 13:45:03
32,303,85.0,2025-04-22 13:59:03,2025-04-22 13:59:03
32,305,100.0,2025-04-14 13:56:03,2025-04-14 13:56:03
32,414,62.0,2025-05-11 13:55:03,2025-05-11 13:55:03
32,415,80.0,2025-04-04 13:31:03,2025-04-04 13:31:03
32,416,69.0,2025-04-04 13:58:03,2025-04-04 13:58:03
32,417,95.0,2025-05-18 13:56:03,2025-05-18 13:56:03
32,418,91.0,2025-04-27 13:50:03,2025-04-27 13:50:03
32,517,91.0,2025-05-25 13:47:03,2025-05-25 13:47:03
32,518,73.0,2025-05-25 13:14:03,2025-05-25 13:14:03
32,519,67.0,2025-04-12 13:24:03,2025-04-12 13:24:03
32,520,95.0,2025-04-12 13:57:03,2025-04-12 13:57:03
33,55,89.0,2025-05-03 13:10:03,2025-05-03 13:10:03
33,57,80.0,2025-04-28 13:25:03,2025-04-28 13:25:03
33,58,99.0,2025-04-28 13:44:03,2025-04-28 13:44:03
34,9,70.0,2025-04-25 13:54:03,2025-04-25 13:54:03
34,10,80.0,2025-04-25 13:48:03,2025-04-25 13:48:03
34,11,84.0,2025-03-29 13:57:03,2025-03-29 13:57:03
34,12,78.0,2025-03-29 13:41:03,2025-03-29 13:41:03
34,13,72.0,2025-05-01 13:47:03,2025-05-01 13:47:03
34,14,63.0,2025-04-19 13:23:03,2025-04-19 13:23:03
34,15,63.0,2025-04-27 13:33:03,2025-04-27 13:33:03
34,16,83.0,2025-05-10 13:30:03,2025-05-10 13:30:03
34,17,62.0,2025-04-16 13:40:03,2025-04-16 13:40:03
34,18,97.0,2025-04-16 13:29:03,2025-04-16 13:29:03
34,19,88.0,2025-04-14 13:25:03,2025-04-14 13:25:03
34,20,100.0,2025-05-15 13:44:03,2025-05-15 13:44:03
34,21,60.0,2025-05-15 13:32:03,2025-05-15 13:32:03
34,174,63.0,2025-04-04 13:27:03,2025-04-04 13:27:03
34,175,97.0,2025-04-04 13:55:03,2025-04-04 13:55:03
34,183,70.0,2025-04-28 13:57:03,2025-04-28 13:57:03
34,184,96.0,2025-04-28 13:32:03,2025-04-28 13:32:03
34,567,99.0,2025-05-14 13:27:03,2025-05-14 13:27:03
34,615,97.0,2025-04-30 13:10:03,2025-04-30 13:10:03
34,616,83.0,2025-04-29 13:19:03,2025-04-29 13:19:03
34,617,100.0,2025-04-29 13:27:03,2025-04-29 13:27:03
35,1,96.0,2025-05-01 13:22:03,2025-05-01 13:22:03
35,2,99.0,2025-04-06 13:53:03,2025-04-06 13:53:03
35,3,84.0,2025-04-21 13:56:03,2025-04-21 13:56:03
35,4,83.0,2025-04-21 13:25:03,2025-04-21 13:25:03
35,5,99.0,2025-05-23 13:20:03,2025-05-23 13:20:03
35,6,87.0,2025-05-23 13:34:03,2025-05-23 13:34:03
35,7,63.0,2025-04-05 13:22:03,2025-04-05 13:22:03
35,8,73.0,2025-04-05 13:28:03,2025-04-05 13:28:03
35,39,70.0,2025-05-06 13:51:03,2025-05-06 13:51:03
35,42,75.0,2025-05-01 13:16:03,2025-05-01 13:16:03
35,43,66.0,2025-05-01 13:33:03,2025-05-01 13:33:03
35,152,87.0,2025-05-06 13:32:03,2025-05-06 13:32:03
35,153,76.0,2025-05-25 13:24:03,2025-05-25 13:24:03
35,154,74.0,2025-05-25 13:10:03,2025-05-25 13:10:03
35,389,98.0,2025-04-20 13:47:03,2025-04-20 13:47:03
35,390,87.0,2025-04-20 13:14:03,2025-04-20 13:14:03
35,496,92.0,2025-05-13 13:19:03,2025-05-13 13:19:03
35,497,78.0,2025-05-13 13:09:03,2025-05-13 13:09:03
35,498,94.0,2025-04-04 13:14:03,2025-04-04 13:14:03
37,37,63.0,2025-05-19 13:22:03,2025-05-19 13:22:03
37,39,97.0,2025-04-08 13:50:03,2025-04-08 13:50:03
37,42,94.0,2025-04-09 13:31:03,2025-04-09 13:31:03
37,43,72.0,2025-04-09 13:50:03,2025-04-09 13:50:03
37,216,60.0,2025-05-23 13:33:03,2025-05-23 13:33:03
37,217,98.0,2025-05-01 13:26:03,2025-05-01 13:26:03
37,218,82.0,2025-04-07 13:45:03,2025-04-07 13:45:03
37,219,83.0,2025-04-08 13:10:03,2025-04-08 13:10:03
37,220,62.0,2025-04-08 13:55:03,2025-04-08 13:55:03
37,323,86.0,2025-04-14 13:51:03,2025-04-14 13:51:03
37,324,75.0,2025-04-14 13:34:03,2025-04-14 13:34:03
39,351,99.0,2025-04-20 13:58:03,2025-04-20 13:58:03
39,352,86.0,2025-04-20 13:51:03,2025-04-20 13:51:03
39,353,100.0,2025-04-20 13:45:03,2025-04-20 13:45:03
39,354,75.0,2025-04-24 13:11:03,2025-04-24 13:11:03
39,355,62.0,2025-04-27 13:16:03,2025-04-27 13:16:03
39,356,88.0,2025-04-27 13:31:03,2025-04-27 13:31:03
39,357,74.0,2025-04-01 13:20:03,2025-04-01 13:20:03
39,442,86.0,2025-05-13 13:31:03,2025-05-13 13:31:03
39,445,62.0,2025-04-20 13:37:03,2025-04-20 13:37:03
39,615,81.0,2025-05-06 13:55:03,2025-05-06 13:55:03
39,616,91.0,2025-05-20 13:31:03,2025-05-20 13:31:03
39,617,81.0,2025-05-20 13:33:03,2025-05-20 13:33:03
40,589,90.0,2025-05-17 13:56:03,2025-05-17 13:56:03
42,239,85.0,2025-05-03 13:14:03,2025-05-03 13:14:03
42,240,61.0,2025-05-10 13:54:03,2025-05-10 13:54:03
42,260,62.0,2025-05-06 13:49:03,2025-05-06 13:49:03
42,261,60.0,2025-05-06 13:43:03,2025-05-06 13:43:03
42,306,93.0,2025-05-27 13:36:03,2025-05-27 13:36:03
42,307,85.0,2025-05-27 13:50:03,2025-05-27 13:50:03
42,310,78.0,2025-04-23 13:57:03,2025-04-23 13:57:03
42,374,71.0,2025-04-10 13:49:03,2025-04-10 13:49:03
42,375,66.0,2025-04-10 13:34:03,2025-04-10 13:34:03
42,377,64.0,2025-04-10 13:44:03,2025-04-10 13:44:03
43,275,87.0,2025-05-15 13:59:03,2025-05-15 13:59:03
43,276,97.0,2025-05-15 13:10:03,2025-05-15 13:10:03
43,306,72.0,2025-04-10 13:25:03,2025-04-10 13:25:03
43,307,63.0,2025-04-10 13:30:03,2025-04-10 13:30:03
43,451,83.0,2025-05-20 13:39:03,2025-05-20 13:39:03
43,452,94.0,2025-05-16 13:26:03,2025-05-16 13:26:03
43,453,96.0,2025-05-16 13:58:03,2025-05-16 13:58:03
43,454,63.0,2025-05-17 13:17:03,2025-05-17 13:17:03
43,611,90.0,2025-04-05 13:37:03,2025-04-05 13:37:03
43,613,71.0,2025-04-25 13:33:03,2025-04-25 13:33:03
43,614,98.0,2025-04-25 13:59:03,2025-04-25 13:59:03
44,152,76.0,2025-05-23 13:47:03,2025-05-23 13:47:03
44,155,65.0,2025-04-11 13:13:03,2025-04-11 13:13:03
44,156,80.0,2025-04-11 13:13:03,2025-04-11 13:13:03
44,157,84.0,2025-04-21 13:48:03,2025-04-21 13:48:03
44,158,72.0,2025-04-21 13:55:03,2025-04-21 13:55:03
44,427,73.0,2025-05-24 13:11:03,2025-05-24 13:11:03
44,428,76.0,2025-05-24 13:23:03,2025-05-24 13:23:03
44,429,95.0,2025-05-01 13:44:03,2025-05-01 13:44:03
44,430,77.0,2025-04-29 13:29:04,2025-04-29 13:29:04
44,431,78.0,2025-04-29 13:37:04,2025-04-29 13:37:04
44,432,61.0,2025-04-29 13:24:04,2025-04-29 13:24:04
44,537,70.0,2025-04-01 13:49:04,2025-04-01 13:49:04
44,538,95.0,2025-04-01 13:34:04,2025-04-01 13:34:04
44,539,75.0,2025-05-13 13:46:04,2025-05-13 13:46:04
44,543,74.0,2025-04-08 13:45:04,2025-04-08 13:45:04
44,544,67.0,2025-04-08 13:19:04,2025-04-08 13:19:04
45,127,61.0,2025-04-14 13:39:04,2025-04-14 13:39:04
45,455,73.0,2025-03-30 13:58:04,2025-03-30 13:58:04
45,456,90.0,2025-03-30 13:51:04,2025-03-30 13:51:04
45,457,86.0,2025-04-02 13:59:04,2025-04-02 13:59:04
