course_id,course_title,url,image,course_rating,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
12,"Winning Forex Trading with Live Forex Trading Examples",forexmacross,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,114,0,0,3,Beginner,0.6,"2017-06-06 02:54:04","Business Finance"
13,"Forex Traders - Create Your First Trading Robot. No Coding!",launch-your-amazing-forex-robot-in-30-minutes-no-coding,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,25,0,0,3,Beginner,0.6,"2016-05-02 19:26:48","Business Finance"
14,"Create A Business From Home Trading Stocks Today In 2017",work-from-home-buying-penny-stocks,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,90,0,0,3,Beginner,0.6,"2015-05-26 17:25:46","Business Finance"
15,"Mastering High Probability Iron Condor Options Trading",mastering-high-probability-iron-condor-options-trading,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,145,0,0,3,Beginner,0.6,"2017-06-01 05:22:08","Business Finance"
16,"The Complete Short Course on Ethereum",ethereum1,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,181,0,0,3,Beginner,0.6,"2017-06-11 19:02:03","Business Finance"
17,"Introduction to Finance, Accounting, Modeling and Valuation",introduction-to-accounting-finance-modeling-valuation-by-chris-haroun,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,83,0,0,3,Beginner,0.6,"2016-06-28 06:12:23","Business Finance"
18,"The Complete Investment Banking Course 2017",the-complete-investment-banking-course-2016,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,125,0,0,3,Beginner,0.6,"2016-10-10 16:16:26","Business Finance"
19,"The Complete Financial Analyst Course 2017",the-complete-financial-analyst-course,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,172,0,0,3,Beginner,0.6,"2016-01-21 01:38:48","Business Finance"
20,"Financial Modeling for Startups & Small Businesses",financial-modeling-for-startups-small-businesses,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,86,0,0,3,Beginner,0.6,"2017-03-29 22:36:05","Business Finance"
21,"Options Trading - How to Win with Weekly Options",work-from-home-setup-your-own-options-trading-business,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,44,0,0,3,Intermediate,0.6,"2015-10-22 21:54:28","Business Finance"
22,"Three Steps Trading - Live Trading - Real Account",three-steps-trading-live-trading-real-account,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,105,0,0,3,Beginner,0.6,"2017-05-24 23:02:07","Business Finance"
23,"How I Learned Stock Trading (and How You Can Too)",best-stock-traders,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,37,0,0,3,Advanced,0.6,"2017-05-02 21:20:54","Business Finance"
24,"Trading Inside Bars - Master 1 Easy Pattern To Be Successful",trading-inside-bars-find-setups-today-make-money-tomorrow,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,19,0,0,3,Intermediate,0.6,"2015-03-09 00:24:38","Business Finance"
25,"Four Fundamentals of Financial Planning",four-fundamentals-of-financial-planning,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,108,0,0,3,Beginner,0.6,"2017-02-14 04:42:58","Business Finance"
26,"Options Trading - Calendar Spread Course for Every Trader",options-trading-calendar-spread-course-for-every-trader,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,27,0,0,3,Beginner,0.6,"2017-04-02 21:46:00","Business Finance"
27,"Learn Accounting. Understand Business.",learn-accounting-understand-business,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,188,0,0,3,Beginner,0.6,"2014-03-27 17:58:37","Business Finance"
28,"How to Consistently Win Trading Stocks in 30 Days or Less",winningstocktrades,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,3,0,0,3,Intermediate,0.6,"2016-05-09 05:44:33","Business Finance"
29,"How to Buy Cheap Options - Options Trading Pricing Model",options-black-scholes-model,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,61,0,0,3,Beginner,0.6,"2017-06-02 18:12:45","Business Finance"
30,"Comprehensive Guide to Financial Markets, Investing &Trading",financial-markets-a-to-z-for-beginners,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,198,0,0,3,Beginner,0.6,"2016-02-29 18:45:41","Business Finance"
31,"Options Trading Basics (3-Course Bundle)",learn-options-trading-courses,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,174,0,0,3,Beginner,0.6,"2013-02-25 11:36:06","Business Finance"
32,"How I Make Consistent Returns Trading Options",how-i-make-15-per-month-trading-options,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,78,0,0,3,Beginner,0.6,"2016-10-05 17:42:52","Business Finance"
33,"The Almost Perfect Options Trading Strategy System - Unique",the-almost-perfect-options-trading-strategy-system-unique,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,139,0,0,3,Beginner,0.6,"2017-03-03 21:43:05","Business Finance"
34,"Forex Trading -  Learn to Trade Forex Like the Banks",forex-trading-learn-the-same-strategies-used-by-banks,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,166,0,0,3,Beginner,0.6,"2016-03-30 15:29:03","Business Finance"
35,"The Most Powerful Options Spread Trading Front Ratio Spread",the-most-powerful-options-spread-trading-front-ratio-spread,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,56,0,0,3,Beginner,0.6,"2017-03-08 21:09:41","Business Finance"
36,"What Finance Job is for You? Explanation of 14 Finance Roles",what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,21,0,0,3,Beginner,0.6,"2016-05-04 05:22:32","Business Finance"
37,"The Blueprint for Successful Stock Trading",stock-market-millionaire-blueprint,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,21,0,0,3,Beginner,0.6,"2015-08-13 18:58:05","Business Finance"
38,"Trading for Beginners - Intermediate Level",trading-for-beginners-tier-2,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,22,0,0,3,Beginner,0.6,"2016-11-09 01:45:20","Business Finance"
39,"Start Trading Stocks Using Technical Analysis!",professional-stock-trader,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,166,0,0,3,Beginner,0.6,"2016-02-03 17:10:31","Business Finance"
40,"Learn How to Set Up an Incubator Hedge Fund - Step-by-Step",hedge-fund-startup,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,83,0,0,3,Advanced,0.6,"2017-01-18 20:55:27","Business Finance"
41,"VPS for Forex Trading - Protect Your Forex Robots",forex-vps,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,61,0,0,3,Beginner,0.6,"2014-09-19 04:07:58","Business Finance"
42,"Basic Excel for Basic Bookkeeping and Accounting",basic-excel-for-basic-bookkeeping,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,59,0,0,3,Beginner,0.6,"2015-09-10 00:30:48","Business Finance"
43,"How to Create Your Personal Budget",personal-budget,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,147,0,0,3,Beginner,0.6,"2016-03-21 21:09:49","Business Finance"
44,"FOREX Trading with Price Action",forex-trading-system,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,186,0,0,3,Beginner,0.6,"2017-03-14 18:30:55","Business Finance"
45,"Emini ES Futures - Advanced Non Directional Options Trading",emini-es-futures-advanced-non-directional-options-trading,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,139,0,0,3,Beginner,0.6,"2017-01-11 20:48:19","Business Finance"
46,"Forex Trading - Advanced Fundamental Analysis",forex-trading-advanced-fundamental-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,127,0,0,3,Intermediate,0.6,"2016-06-30 17:06:46","Business Finance"
47,"How To Invest With Tiny Capital In Stocks ?",howtoinvest5k,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,155,0,0,3,Beginner,0.6,"2017-05-23 16:07:09","Business Finance"
48,"Intermediate Options trading concepts for Stocks and Options",intermediate-options-trading-concepts-for-stocks-and-options-traders,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,198,0,0,3,Beginner,0.6,"2015-04-13 20:28:04","Business Finance"
49,"Practical Accounts APP Overview",practical-accounts-app-overview,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,64,0,0,3,Intermediate,0.6,"2016-10-04 23:38:32","Business Finance"
50,"Bitcoin Profits for Beginners",bitcoin-profits-for-beginners,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,33,0,0,3,Beginner,0.6,"2017-06-09 17:01:05","Business Finance"
51,"Financial Statements Basics",financial-statements-basics,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,91,0,0,3,Beginner,0.6,"2016-01-14 18:58:56","Business Finance"
52,"High performance Stock Trading using key Options techniques",high-performance-stock-trading-using-options-trading-techniques,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,140,0,0,3,Beginner,0.6,"2015-04-12 22:28:45","Business Finance"
53,"Introduction to Financial Statement Analysis",introduction-to-financial-statement-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,31,0,0,3,Beginner,0.6,"2016-03-21 17:00:37","Business Finance"
54,"Basics of Economics (College Level)",economics-for-accounting-and-finance-professionals,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,74,0,0,3,Beginner,0.6,"2015-01-08 13:55:52","Business Finance"
55,"Stock Market Investing for Beginners",the-beginners-guide-to-the-stock-market,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,93,0,0,3,Beginner,0.6,"2013-12-25 19:53:34","Business Finance"
56,"Straddle Options Trading - Profit in Any Market Direction",straddle-options-trading-profit-in-any-market-direction,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,72,0,0,3,Beginner,0.6,"2016-10-03 17:32:40","Business Finance"
57,"Fundamentals of Forex Trading",fundamentals-of-forex-trading,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,35,0,0,3,Beginner,0.6,"2014-08-29 20:10:38","Business Finance"
58,"Website Investing 101 - Buying & Selling Online Businesses",cash-flow-website-investing-buy-sell-online-businesses-digital-assets,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,147,0,0,3,Beginner,0.6,"2016-08-05 17:03:15","Business Finance"
59,"Practical Accounts & Bookkeeping Automated Overview ",practical-accounts-bookkeeping-automated-overview,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,198,0,0,3,Beginner,0.6,"2016-01-28 21:43:31","Business Finance"
60,"Live Account - ETF Trading System - Hacking The Stock Market",cracked-wall-street-hacked-the-stock-market-top-secret,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,56,0,0,3,Beginner,0.6,"2014-12-31 03:29:21","Business Finance"
61,"Stock Market Foundations",how-to-invest-in-the-stock-market-beginners,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,153,0,0,3,Beginner,0.6,"2014-03-31 21:35:06","Business Finance"
62,"Crash Course on Working Capital Management",crash-course-on-working-capital-management,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,186,0,0,3,Beginner,0.6,"2015-04-16 17:35:54","Business Finance"
63,"Advanced Accounting A Complete Study for CA  CMA  CFA  CS",branch-accounts-a-complete-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,73,0,0,3,Beginner,0.6,"2016-06-03 17:42:27","Business Finance"
64,"How to create a routine Trading",how-to-create-a-trading-routine,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,175,0,0,3,Beginner,0.6,"2017-05-01 18:50:43","Business Finance"
65,"Introduction to Financial Modeling",financial-modeling-asimplemodel,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,50,0,0,3,Intermediate,0.6,"2014-05-27 16:22:16","Business Finance"
66,"Quantitative Aptitude for Banking & Competitive Examinations",quantitative-aptitude-for-competitive-examinations-part-i,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,155,0,0,3,Beginner,0.6,"2017-02-09 19:33:52","Business Finance"
67,"Option Spreads and Credit Spreads Bundle",option-spreads-and-credit-spreads-bundle,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,189,0,0,3,Advanced,0.6,"2013-03-05 18:27:38","Business Finance"
68,"B Com Accountancy I (Paper ECO 02 IGNOU)",accounts-from-incomplete-records,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,136,0,0,3,Beginner,0.6,"2016-05-05 23:07:43","Business Finance"
69,"Auditing Basics (Professional Course Level)",basics-of-auditing,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,175,0,0,3,Beginner,0.6,"2015-02-13 14:37:18","Business Finance"
70,"Learn the basics of preparing accounting statements",basics-of-financial-accounting,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,199,0,0,3,Intermediate,0.6,"2015-10-13 21:07:22","Business Finance"
71,"Elliott Wave -Forex Trading With The Elliott Wave Theory",forex-trading-with-the-elliot-wave-theory,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,45,0,0,3,Advanced,0.6,"2016-12-15 15:49:13","Business Finance"
72,"Corporate Finance - A Brief Introduction",finance-a-brief-introduction-and-basics-finance-101,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,158,0,0,3,Beginner,0.6,"2016-03-04 05:58:09","Business Finance"
73,"Excel functions to analyze and visualize data",basic-excel-functions-to-analyze-large-data,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,130,0,0,3,Intermediate,0.6,"2015-04-20 18:52:32","Business Finance"
74,"Building Financial Statements in Excel",guide-to-building-financial-statements,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,196,0,0,3,Beginner,0.6,"2017-06-29 23:34:42","Business Finance"
75,"Transfer Pricing A Complete Analysis",transfer-pricing-a-complete-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,176,0,0,3,Beginner,0.6,"2016-12-28 18:19:16","Business Finance"
76,"Forex Trading for Beginners - Basics",complete-forex-trading-for-beginners-in-1-course-basics,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,109,0,0,3,Beginner,0.6,"2017-04-24 16:42:56","Business Finance"
77,"Basic Bookkeeping Hacks",basic-bookkeeping,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,94,0,0,3,Beginner,0.6,"2016-06-14 15:43:23","Business Finance"
78,"Complete Trading Plan Course for Stocks & Forex (10 Hours)",killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,26,0,0,3,Beginner,0.6,"2017-03-23 05:54:27","Business Finance"
79,"How to Pick The Right Penny Stocks To Invest In 2017",how-to-make-5000month-trading-penny-stocks,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,103,0,0,3,Beginner,0.6,"2014-07-01 20:04:27","Business Finance"
80,"Top 10 Trading Ideas in the Equities Market",top-10-trading-ideas-in-the-equities-market,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,176,0,0,3,Beginner,0.6,"2017-05-02 21:59:07","Business Finance"
81,"Intro to Financial Modeling",intro-to-financial-modeling,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,125,0,0,3,Beginner,0.6,"2016-08-19 20:12:24","Business Finance"
82,"Shark Accounting - Building a Business by the Numbers!",shark-accounting,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,172,0,0,3,Beginner,0.6,"2014-05-18 19:08:04","Business Finance"
83,"Forex Trading MAKE YOUR FIRST TRADE TODAY!",trade-forex,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,153,0,0,3,Beginner,0.6,"2016-01-10 21:39:39","Business Finance"
84,"Accounting in 60 Minutes - A Brief Introduction",accounting-in-60-minutes-a-brief-introduction,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,69,0,0,3,Beginner,0.6,"2013-04-07 21:39:25","Business Finance"
85,"SAP FICO For Beginners - A Guide to SAP Financial Accounts",sap-fico-for-sap-beginners,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,177,0,0,3,Beginner,0.6,"2016-07-25 16:08:07","Business Finance"
86,"Learn how to double your Forex Trading Account in one trade",learn-how-to-double-your-forex-trading-account-in-one-trade,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,133,0,0,3,Intermediate,0.6,"2014-10-19 22:04:51","Business Finance"
87,"Save on Your Taxes",save-on-your-taxes,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,41,0,0,3,Beginner,0.6,"2016-11-16 17:38:38","Business Finance"
88,"EFT for Stock Options Trading Success & Making Better Trades",eft-for-stock-option-trading-success,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,198,0,0,3,Beginner,0.6,"2015-08-06 19:08:20","Business Finance"
89,"Learn to Trade the Stock Market without Blowing Your Profits",learn-to-trade-the-stock-market-without-blowing-your-profits,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,39,0,0,3,Beginner,0.6,"2017-05-02 20:53:24","Business Finance"
90,"Get a Credit Repair Publication On Amazon and Live LIFE..",get-a-credit-repair-publication-on-amazon-and-live-life,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,139,0,0,3,Beginner,0.6,"2017-04-26 18:17:51","Business Finance"
91,"Fundamentals of Accounting",fundamentals-of-accounting,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,154,0,0,3,Beginner,0.6,"2016-08-31 22:03:44","Business Finance"
92,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",charting-rsi-options-stock-trading-for-beginners-newtechnical-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,164,0,0,3,Beginner,0.6,"2017-01-26 22:55:27","Business Finance"
93,"Basics of Mutual Funds for CA  CMA  CS  CFA Exams",basics-of-mutual-funds-for-ca-cma-cs-cfa-exams,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,87,0,0,3,Intermediate,0.6,"2017-04-24 21:59:45","Business Finance"
94,"Stock Options Day Trading Mindset for Success",stock-options-day-trading-success-mindset,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,103,0,0,3,Beginner,0.6,"2015-09-29 19:15:24","Business Finance"
95,"Introduction to bookkeeping and Accounting",introduction-to-bookkeeping-and-accounting,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,173,0,0,3,Beginner,0.6,"2015-08-21 20:33:25","Business Finance"
96,"Learn to Trade The News",learn-to-trade-the-news,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,199,0,0,3,Beginner,0.6,"2015-07-16 22:03:29","Business Finance"
97,"Value Investing, Taught by Six Superinvestors",investing-stars,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,191,0,0,3,Beginner,0.6,"2015-06-19 21:22:17","Business Finance"
98,"Trading for everyone - The Independent Investor Course I",trading-for-everyone-the-independent-investor-course,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,26,0,0,3,Beginner,0.6,"2015-10-08 20:23:36","Business Finance"
99,"Accounting Basics in 66 Minutes (absolutely for beginners)",accounting-through-visual-presentation,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,50,0,0,3,Beginner,0.6,"2015-03-08 21:13:13","Business Finance"
100,"Analysis of Company Financial Statements",analysis-of-company-financial-statements,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,129,0,0,3,Beginner,0.6,"2016-12-07 20:19:37","Business Finance"
101,"Fundamentals of Investing!",investment-basics-lets-invest-series,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,52,0,0,3,Beginner,0.6,"2015-08-09 18:34:30","Business Finance"
